record_id,customer_id,payment_id,customer_payment_count,customer_success_rate,customer_previous_failures,payment_amount,currency,payment_method,failure_reason,attempt_number,hours_since_failure,action_taken,previous_action,previous_attempt_count,recovered,amount_recovered,recovery_time_hours
rec_1606a6df33c425,cust_04022b3c5082,pay_f110b1923f2b21,28,0.709,8,350.5,INR,upi,payment_method_issue,1,1.17,PAYMENT_LINK,,0,True,350.5,1.23
rec_7d511b32387a02,cust_8cfb137ca89e,pay_18a0141e7bf59c,3,0.772,1,4565.01,INR,upi,network_error,1,0.56,PAYMENT_LINK,,0,False,0.0,0.0
rec_719dbc81209503,cust_8cfb137ca89e,pay_18a0141e7bf59c,3,0.772,1,4565.01,INR,upi,network_error,2,9.54,PAYMENT_LINK,PAYMENT_LINK,1,False,0.0,0.0
rec_1b534472ed3fa2,cust_8cfb137ca89e,pay_18a0141e7bf59c,3,0.772,1,4565.01,INR,upi,network_error,3,17.25,STOP,PAYMENT_LINK,2,False,0.0,0.0
rec_2de2279c442959,cust_5b58eb49c978,pay_2e026c5c18ea3b,3,0.555,1,27439.08,INR,card,payment_method_issue,1,0.57,REMINDER,,0,False,0.0,0.0
rec_8a22d653bda8a9,cust_0a4e5b70a6d9,pay_11a849e8f63340,100,0.882,12,2813.46,INR,card,payment_method_issue,1,1.68,PAYMENT_LINK,,0,True,2813.46,2.12
rec_38968e310b1c56,cust_7eb27900ed5d,pay_2e51cb1981164c,4,0.822,1,10311.21,INR,upi,bank_timeout,1,1.78,PAYMENT_LINK,,0,False,0.0,0.0
rec_58bd3a81710cfb,cust_7eb27900ed5d,pay_2e51cb1981164c,4,0.822,1,10311.21,INR,upi,bank_timeout,2,10.98,PAYMENT_LINK,PAYMENT_LINK,1,False,0.0,0.0
rec_d54ec6a50899c6,cust_f5504c5249d2,pay_50a7a8135cd56c,27,0.722,8,2775.24,INR,wallet,technical_error,1,0.26,RETRY,,0,False,0.0,0.0
rec_16be62f2991926,cust_f5504c5249d2,pay_50a7a8135cd56c,27,0.722,8,2775.24,INR,wallet,technical_error,2,17.08,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_40bce9dc17c89a,cust_6e8d0018a04d,pay_3088f44b405da4,2,0.444,1,2653.35,INR,upi,insufficient_funds,1,0.5,REMINDER,,0,False,0.0,0.0
rec_a0902bd4d8e0b0,cust_a2ef0f538138,pay_b5219376ec5b95,8,0.87,1,356.85,INR,upi,bank_timeout,1,1.79,RETRY,,0,True,356.85,2.23
rec_a256c145363263,cust_8cca89632e2e,pay_ab2cece251d1ce,8,0.947,0,356.86,INR,netbanking,bank_timeout,1,1.53,RETRY,,0,True,356.86,3.78
rec_071e8de9a77b20,cust_d12daea8673d,pay_6c93b0bfdc478d,43,0.762,10,7282.6,INR,upi,insufficient_funds,1,0.86,PAYMENT_LINK,,0,True,7282.6,2.52
rec_c56efa11d2831e,cust_25f88c7453ea,pay_3772f988a341c5,22,0.711,6,2191.87,INR,netbanking,insufficient_funds,1,1.6,PAYMENT_LINK,,0,False,0.0,0.0
rec_7ebd95eb50071e,cust_25f88c7453ea,pay_3772f988a341c5,22,0.711,6,2191.87,INR,netbanking,insufficient_funds,2,4.64,PAYMENT_LINK,PAYMENT_LINK,1,True,2191.87,5.18
rec_53c3f674688c1f,cust_a8f8687bb766,pay_83c1a4edfd4510,15,0.607,6,2404.3,INR,netbanking,authentication_failed,1,1.18,REMINDER,,0,False,0.0,0.0
rec_16993c9f23c187,cust_ce88cb2dd4e8,pay_a3fc1bfaedb961,5,0.96,0,46897.51,INR,card,bank_timeout,1,1.51,RETRY,,0,True,46897.51,2.23
rec_0b89f5c669c84e,cust_1f5d988f776a,pay_20bce07be32634,2,0.857,0,2249.59,INR,card,insufficient_funds,1,1.22,REMINDER,,0,True,2249.59,1.59
rec_9eb3f8990421d0,cust_09b7fdf77d8d,pay_4e90030f6dfd21,54,0.467,29,716.68,INR,netbanking,bank_timeout,1,0.25,RETRY,,0,False,0.0,0.0
rec_abd2029bfa9bd3,cust_09b7fdf77d8d,pay_4e90030f6dfd21,54,0.467,29,716.68,INR,netbanking,bank_timeout,2,14.72,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_b75f619816424d,cust_09b7fdf77d8d,pay_4e90030f6dfd21,54,0.467,29,716.68,INR,netbanking,bank_timeout,3,19.76,PAYMENT_LINK,PAYMENT_LINK,2,False,0.0,0.0
rec_89daf06b77c436,cust_7dffe27d9b12,pay_915919a84e3c96,17,0.736,4,571.64,INR,card,insufficient_funds,1,0.92,REMINDER,,0,True,571.64,2.45
rec_b015d2cb4f00e9,cust_b22f2e910411,pay_c063e60c4b4762,5,0.704,1,1481.14,INR,upi,bank_timeout,1,1.96,RETRY,,0,True,1481.14,4.41
rec_55dc22ed53b4e9,cust_f97f49941f38,pay_013f68b4d1d00f,3,0.61,1,8085.61,INR,card,authentication_failed,1,1.06,REMINDER,,0,False,0.0,0.0
rec_caf21dec7a0a97,cust_f97f49941f38,pay_013f68b4d1d00f,3,0.61,1,8085.61,INR,card,authentication_failed,2,12.33,PAYMENT_LINK,REMINDER,1,False,0.0,0.0
rec_e9c1263ccea444,cust_f97f49941f38,pay_013f68b4d1d00f,3,0.61,1,8085.61,INR,card,authentication_failed,3,17.28,REMINDER,PAYMENT_LINK,2,False,0.0,0.0
rec_ba47a2e90e0acb,cust_e82a3879f2b5,pay_28a9b672d08ac8,6,0.408,4,1968.62,INR,card,technical_error,1,0.88,RETRY,,0,False,0.0,0.0
rec_40d945ad3dafc6,cust_e82a3879f2b5,pay_28a9b672d08ac8,6,0.408,4,1968.62,INR,card,technical_error,2,13.79,REMINDER,RETRY,1,False,0.0,0.0
rec_d05247cc808d21,cust_c02553ead7f2,pay_0bc4e0691af88e,75,0.922,6,2823.56,INR,card,network_error,1,0.83,ESCALATE,,0,False,0.0,0.0
rec_788b48c1f4aaa6,cust_c02553ead7f2,pay_0bc4e0691af88e,75,0.922,6,2823.56,INR,card,network_error,2,11.61,ESCALATE,ESCALATE,1,False,0.0,0.0
rec_8527fdbe1558b3,cust_d2eba277f64d,pay_f8cc091245973f,15,0.504,7,2702.57,INR,card,bank_timeout,1,0.57,PAYMENT_LINK,,0,False,0.0,0.0
rec_aacefec53ac3a7,cust_d2eba277f64d,pay_f8cc091245973f,15,0.504,7,2702.57,INR,card,bank_timeout,2,17.88,REMINDER,PAYMENT_LINK,1,False,0.0,0.0
rec_a7e0cd3bb205f2,cust_d2eba277f64d,pay_f8cc091245973f,15,0.504,7,2702.57,INR,card,bank_timeout,3,24.68,PAYMENT_LINK,REMINDER,2,False,0.0,0.0
rec_944d2520652179,cust_d2eba277f64d,pay_f8cc091245973f,15,0.504,7,2702.57,INR,card,bank_timeout,4,30.45,ESCALATE,PAYMENT_LINK,3,False,0.0,0.0
rec_009a912fce9b05,cust_bb82b7963207,pay_11701ddc95eafe,8,0.838,1,8808.61,INR,upi,bank_timeout,1,1.93,PAYMENT_LINK,,0,False,0.0,0.0
rec_370e41ad62b3c8,cust_bb82b7963207,pay_11701ddc95eafe,8,0.838,1,8808.61,INR,upi,bank_timeout,2,5.39,REMINDER,PAYMENT_LINK,1,True,8808.61,7.72
rec_4a84cb5d110a98,cust_a45ca94a3452,pay_0182ea7107f4d1,1,0.783,0,5164.14,INR,card,bank_timeout,1,0.24,PAYMENT_LINK,,0,True,5164.14,2.15
rec_f2d628b4d921a6,cust_3334cd07e6b3,pay_2aff8703145d5a,17,0.958,1,713.05,INR,card,authentication_failed,1,0.91,REMINDER,,0,True,713.05,1.81
rec_604fd4ae768180,cust_3b5e2d657ce7,pay_a2b6f04e7c67bb,11,0.89,1,2730.34,INR,upi,bank_timeout,1,1.43,RETRY,,0,True,2730.34,3.32
rec_7e28fecfb80224,cust_edcabf9465f6,pay_f063069c2c9600,40,0.911,4,1063.94,INR,card,unknown,1,1.59,REMINDER,,0,True,1063.94,3.88
rec_0bed20bf0da066,cust_4f7f963ed3c5,pay_f9f34c61771717,7,0.754,2,11081.18,INR,upi,insufficient_funds,1,0.35,RETRY,,0,False,0.0,0.0
rec_aa8346f461647c,cust_140642a82f61,pay_850964b8b80ff0,4,0.633,1,2633.8,INR,netbanking,bank_timeout,1,1.29,RETRY,,0,False,0.0,0.0
rec_2d8e078536f63f,cust_140642a82f61,pay_850964b8b80ff0,4,0.633,1,2633.8,INR,netbanking,bank_timeout,2,14.19,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_9062459f77a271,cust_a5d04d531e12,pay_aee8e33c238a84,2,0.652,1,6152.73,INR,upi,insufficient_funds,1,0.79,PAYMENT_LINK,,0,True,6152.73,1.38
rec_77e147b6ec4a33,cust_54c7743b2401,pay_e7c573ccf45e95,42,0.858,6,4507.19,INR,upi,network_error,1,0.29,RETRY,,0,True,4507.19,0.62
rec_0a7199262bce4a,cust_9642b0525379,pay_22bd31e5bca285,14,0.918,1,12269.24,INR,card,insufficient_funds,1,1.06,REMINDER,,0,True,12269.24,1.68
rec_aa2c9f6e0f86ab,cust_18c180d2aadf,pay_ce924b09af8e96,4,0.717,1,24844.65,INR,upi,bank_timeout,1,1.9,PAYMENT_LINK,,0,True,24844.65,3.23
rec_0cacc1787dfcb8,cust_8bae295e902a,pay_00ac47dd51d9c0,18,0.903,2,1604.04,INR,card,insufficient_funds,1,1.87,PAYMENT_LINK,,0,True,1604.04,2.53
rec_29d5ee57e71bef,cust_68181f5bbb56,pay_ff0638b23a2b35,8,0.856,1,1457.62,INR,card,insufficient_funds,1,0.18,PAYMENT_LINK,,0,True,1457.62,2.42
rec_102e976f285bc2,cust_c0ba22a47213,pay_715430a9fb5ddb,3,0.905,0,2229.24,INR,upi,authentication_failed,1,0.32,RETRY,,0,True,2229.24,1.25
rec_b6980539a35661,cust_cb35097ae5dd,pay_3208cf27e5385a,9,0.783,2,7807.47,INR,card,authentication_failed,1,0.18,PAYMENT_LINK,,0,True,7807.47,0.39
rec_16edb919a848fe,cust_74f76d09739c,pay_16b60ec2b81161,9,0.596,4,2070.22,INR,card,insufficient_funds,1,1.64,PAYMENT_LINK,,0,True,2070.22,2.68
rec_0ffc1ee593da44,cust_eccf3b91e352,pay_0e56b3ecd4576b,2,0.896,0,2047.68,INR,card,authentication_failed,1,1.13,PAYMENT_LINK,,0,False,0.0,0.0
rec_662bcd709082b3,cust_c9e48e8c25c6,pay_d83232c3f2e694,3,0.944,0,2743.6,INR,upi,authentication_failed,1,1.42,PAYMENT_LINK,,0,True,2743.6,3.58
rec_aa5cf0fa270eda,cust_e2aa7a5d278e,pay_273d432d917875,17,0.434,10,7048.65,INR,card,bank_timeout,1,1.81,RETRY,,0,False,0.0,0.0
rec_4e2a592a3ae179,cust_e2aa7a5d278e,pay_273d432d917875,17,0.434,10,7048.65,INR,card,bank_timeout,2,7.1,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_dcae817052959b,cust_e2aa7a5d278e,pay_273d432d917875,17,0.434,10,7048.65,INR,card,bank_timeout,3,16.33,STOP,PAYMENT_LINK,2,False,0.0,0.0
rec_75657945fa7d04,cust_f6ba745ba558,pay_9e0551950f2f82,7,0.914,1,36171.94,INR,upi,bank_timeout,1,0.61,RETRY,,0,True,36171.94,2.4
rec_66a053a380c685,cust_33b5a6670979,pay_30af44d0f319a2,8,0.822,1,2228.31,INR,upi,payment_method_issue,1,1.29,RETRY,,0,True,2228.31,3.34
rec_2180bef658c81b,cust_8e85140d0f9a,pay_874c5653ccc6e8,2,0.762,0,1274.55,INR,upi,insufficient_funds,1,1.39,REMINDER,,0,True,1274.55,3.3
rec_f067539100c2d6,cust_3b1723197f4d,pay_8d8809a0bba8af,4,0.73,1,1470.13,INR,card,unknown,1,1.0,ESCALATE,,0,True,1470.13,1.62
rec_2d5352d457e700,cust_4d560a3df4e7,pay_69380b281ab75e,13,0.876,2,887.36,INR,upi,bank_timeout,1,1.41,RETRY,,0,True,887.36,2.09
rec_e24fb5b4e862f7,cust_581993cc41f9,pay_ccb9dbe32bdc1a,5,0.857,1,8009.44,INR,card,bank_timeout,1,0.79,RETRY,,0,True,8009.44,2.8
rec_c3eb4e7b2aace3,cust_44c1f1b5ebbb,pay_4a5d95a7df0b14,27,0.767,6,15194.84,INR,card,insufficient_funds,1,1.79,ESCALATE,,0,False,0.0,0.0
rec_7db9fcffc09f53,cust_690a7b80af8d,pay_4c9dc93cb7f5b3,42,0.586,17,1950.29,INR,card,bank_timeout,1,0.31,RETRY,,0,True,1950.29,2.76
rec_7eef8777e1d4bd,cust_e5508ea26133,pay_632c5487a91ee2,20,0.734,5,1841.58,INR,netbanking,unknown,1,0.43,RETRY,,0,True,1841.58,2.7
rec_7ae84af1472854,cust_a9c3640de411,pay_5c31b7451e45f8,3,0.842,0,204.88,INR,upi,technical_error,1,0.6,RETRY,,0,False,0.0,0.0
rec_f5365ad256f04f,cust_a9c3640de411,pay_5c31b7451e45f8,3,0.842,0,204.88,INR,upi,technical_error,2,16.74,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_ff657a1e325267,cust_a9c3640de411,pay_5c31b7451e45f8,3,0.842,0,204.88,INR,upi,technical_error,3,26.19,STOP,PAYMENT_LINK,2,False,0.0,0.0
rec_34a16bf54efc61,cust_6a5d932b45ff,pay_177f8df080cfe3,22,0.901,2,1331.61,INR,card,payment_method_issue,1,1.51,REMINDER,,0,False,0.0,0.0
rec_6a6f6cb3a1c47b,cust_6a5d932b45ff,pay_177f8df080cfe3,22,0.901,2,1331.61,INR,card,payment_method_issue,2,15.43,STOP,REMINDER,1,False,0.0,0.0
rec_cfe28e64e18612,cust_a8e56e0c20de,pay_be527a1fbc837c,8,0.913,1,518.85,INR,card,technical_error,1,1.23,RETRY,,0,False,0.0,0.0
rec_a0fabd52b336b5,cust_a8e56e0c20de,pay_be527a1fbc837c,8,0.913,1,518.85,INR,card,technical_error,2,5.58,RETRY,RETRY,1,True,518.85,7.87
rec_e8e6f528006bfc,cust_e44a913af933,pay_d9791ce313d8c8,6,0.892,1,6939.94,INR,card,bank_timeout,1,0.3,RETRY,,0,True,6939.94,0.82
rec_0f6144332c32ed,cust_c71d5e601d52,pay_7b0874cdfb9bb7,18,0.87,2,2798.4,INR,upi,insufficient_funds,1,1.99,RETRY,,0,False,0.0,0.0
rec_4b9c80b58c4976,cust_c71d5e601d52,pay_7b0874cdfb9bb7,18,0.87,2,2798.4,INR,upi,insufficient_funds,2,12.86,RETRY,RETRY,1,False,0.0,0.0
rec_d07d6f259ac139,cust_c71d5e601d52,pay_7b0874cdfb9bb7,18,0.87,2,2798.4,INR,upi,insufficient_funds,3,17.12,PAYMENT_LINK,RETRY,2,True,2798.4,18.14
rec_b49f5b163f2723,cust_bf67de423a0a,pay_29f7192642e27e,21,0.943,1,371.63,INR,card,bank_timeout,1,1.69,RETRY,,0,True,371.63,2.29
rec_369d74966fd33a,cust_8a0ec018b297,pay_5a9d7051fad143,10,0.825,2,674.04,INR,upi,technical_error,1,1.51,RETRY,,0,True,674.04,2.35
rec_718e559563d3f0,cust_365bc763a333,pay_80fbdb3e9bda99,83,0.793,17,841.94,INR,card,authentication_failed,1,1.19,REMINDER,,0,False,0.0,0.0
rec_962d639f5e74ef,cust_365bc763a333,pay_80fbdb3e9bda99,83,0.793,17,841.94,INR,card,authentication_failed,2,10.14,REMINDER,REMINDER,1,False,0.0,0.0
rec_87de82bf222465,cust_7316ce642a14,pay_1a76e83e891592,3,0.864,0,2360.27,INR,netbanking,bank_timeout,1,0.21,REMINDER,,0,False,0.0,0.0
rec_539f8e267c759c,cust_74017bb3c227,pay_a1fa43b79e74f6,5,0.794,1,28170.48,INR,card,authentication_failed,1,0.5,PAYMENT_LINK,,0,False,0.0,0.0
rec_dac76b002172a7,cust_08cac260b3f5,pay_16aea9bb0e93a6,12,0.886,1,561.69,INR,card,bank_timeout,1,0.69,REMINDER,,0,False,0.0,0.0
rec_3bf0229fa2198e,cust_08cac260b3f5,pay_16aea9bb0e93a6,12,0.886,1,561.69,INR,card,bank_timeout,2,7.13,REMINDER,REMINDER,1,True,561.69,8.04
rec_ed317a02ae8ab2,cust_abf390964a68,pay_cd15191f285073,33,0.453,18,882.68,INR,upi,network_error,1,1.9,PAYMENT_LINK,,0,False,0.0,0.0
rec_d15949b5f02e9e,cust_593c73f2b8e5,pay_3937e313e563a0,3,0.771,1,2606.2,INR,upi,network_error,1,1.48,RETRY,,0,True,2606.2,1.95
rec_9f04b4eb2cd703,cust_54c7743b2401,pay_97b3121fcb0937,42,0.858,6,3462.41,INR,upi,technical_error,1,1.57,PAYMENT_LINK,,0,False,0.0,0.0
rec_297ff1b9e09b56,cust_54c7743b2401,pay_97b3121fcb0937,42,0.858,6,3462.41,INR,upi,technical_error,2,7.95,REMINDER,PAYMENT_LINK,1,False,0.0,0.0
rec_f340e21795b580,cust_54c7743b2401,pay_97b3121fcb0937,42,0.858,6,3462.41,INR,upi,technical_error,3,13.29,ESCALATE,REMINDER,2,False,0.0,0.0
rec_6a33a75b24bc8e,cust_da4f706b9d4a,pay_d1e71b500f6a9d,17,0.962,1,1646.62,INR,card,insufficient_funds,1,0.21,PAYMENT_LINK,,0,True,1646.62,0.46
rec_48c935c29d7269,cust_38e59b2716dc,pay_38ac1bcc51f63c,18,0.89,2,7890.22,INR,card,unknown,1,1.38,PAYMENT_LINK,,0,False,0.0,0.0
rec_4568179205926d,cust_38e59b2716dc,pay_38ac1bcc51f63c,18,0.89,2,7890.22,INR,card,unknown,2,10.06,PAYMENT_LINK,PAYMENT_LINK,1,False,0.0,0.0
rec_ff212de6596d95,cust_fbc8c77e2933,pay_ca64fd8165daf7,2,0.756,0,936.69,INR,upi,bank_timeout,1,1.24,RETRY,,0,True,936.69,1.73
rec_bcec9729d409a2,cust_8a89b0f01052,pay_81f15677b108ff,17,0.713,5,485.75,INR,wallet,bank_timeout,1,0.26,RETRY,,0,False,0.0,0.0
rec_163af6964807f4,cust_8a89b0f01052,pay_81f15677b108ff,17,0.713,5,485.75,INR,wallet,bank_timeout,2,15.11,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_0de176796e0cf6,cust_8a89b0f01052,pay_81f15677b108ff,17,0.713,5,485.75,INR,wallet,bank_timeout,3,25.58,REMINDER,PAYMENT_LINK,2,False,0.0,0.0
rec_b923c990f9f807,cust_dfa0bc178db9,pay_eb0409439ada2c,9,0.813,2,822.05,INR,netbanking,authentication_failed,1,1.49,PAYMENT_LINK,,0,True,822.05,3.82
rec_8117766ef67607,cust_c42462778544,pay_76ba1b7ec87ab6,11,0.831,2,2588.27,INR,card,payment_method_issue,1,0.82,PAYMENT_LINK,,0,True,2588.27,1.01
rec_9e46ddef89902d,cust_82f738611adb,pay_4007c07ab22096,4,0.738,1,2359.25,INR,upi,bank_timeout,1,0.2,RETRY,,0,True,2359.25,0.75
rec_24ac6fbf05d8b6,cust_781799ffb49e,pay_3047950c3fde82,5,0.556,2,10909.0,INR,card,network_error,1,1.97,RETRY,,0,True,10909.0,3.85
rec_eebb4c061b7c1a,cust_dd2467ac778e,pay_cbaf30dcccdf32,3,0.821,1,1278.42,INR,card,bank_timeout,1,1.3,PAYMENT_LINK,,0,True,1278.42,2.59
rec_53c2d2259118db,cust_35e80364147f,pay_fbec0c6b8fff27,16,0.963,1,2967.49,INR,upi,insufficient_funds,1,1.77,REMINDER,,0,True,2967.49,3.25
rec_fc8258b287dd61,cust_863417182ba6,pay_08988462aaac9b,18,0.902,2,2272.48,INR,upi,insufficient_funds,1,1.28,REMINDER,,0,True,2272.48,2.67
rec_bfc7a53311354e,cust_3b1723197f4d,pay_ab7e5d6e977c53,4,0.73,1,9464.92,INR,wallet,insufficient_funds,1,1.25,PAYMENT_LINK,,0,False,0.0,0.0
rec_ff998d954b0f8a,cust_3b1723197f4d,pay_ab7e5d6e977c53,4,0.73,1,9464.92,INR,wallet,insufficient_funds,2,14.56,REMINDER,PAYMENT_LINK,1,True,9464.92,16.61
rec_7eda1275602c9f,cust_3a9c43081221,pay_3cfe61bc24f610,21,0.436,12,3053.15,INR,card,unknown,1,0.42,ESCALATE,,0,False,0.0,0.0
rec_808a0c8a11b246,cust_3a9c43081221,pay_3cfe61bc24f610,21,0.436,12,3053.15,INR,card,unknown,2,11.03,PAYMENT_LINK,ESCALATE,1,False,0.0,0.0
rec_1ffbbdcc0b8886,cust_3a9c43081221,pay_3cfe61bc24f610,21,0.436,12,3053.15,INR,card,unknown,3,22.44,ESCALATE,PAYMENT_LINK,2,False,0.0,0.0
rec_0eaaef120721c2,cust_924cde09ccea,pay_0b220741f05ad4,28,0.841,4,8544.59,INR,upi,insufficient_funds,1,0.37,PAYMENT_LINK,,0,True,8544.59,0.73
rec_bf1c67c603383c,cust_087758043fde,pay_7bca7185762007,1,0.933,0,13234.11,INR,upi,bank_timeout,1,1.43,RETRY,,0,True,13234.11,1.72
rec_dfbcbc9faaa8e7,cust_d8914adf341c,pay_bee9dc23af6b52,7,0.932,0,2677.68,INR,card,insufficient_funds,1,0.44,REMINDER,,0,False,0.0,0.0
rec_58f7793711fb02,cust_a9e27ba9952e,pay_664d0285c1232f,13,0.634,5,2716.52,INR,card,bank_timeout,1,0.77,REMINDER,,0,False,0.0,0.0
rec_635499763d2e02,cust_e8b45c6afee5,pay_5d63e77a5339d5,5,0.847,1,9096.09,INR,card,insufficient_funds,1,1.16,PAYMENT_LINK,,0,True,9096.09,1.8
rec_e80339dc42c3ba,cust_8129aa0c40ef,pay_e1f29d699194a2,42,0.91,4,533.37,INR,upi,technical_error,1,0.24,RETRY,,0,False,0.0,0.0
rec_d6e9e7658edbe7,cust_218a15368c99,pay_6519e7715f898f,17,0.913,1,3606.38,INR,card,payment_method_issue,1,1.32,PAYMENT_LINK,,0,False,0.0,0.0
rec_7b52fa70868d5b,cust_218a15368c99,pay_6519e7715f898f,17,0.913,1,3606.38,INR,card,payment_method_issue,2,15.48,ESCALATE,PAYMENT_LINK,1,False,0.0,0.0
rec_d4ade022e00381,cust_6e5fbf719749,pay_6889ca28fd8afd,44,0.795,9,3767.47,INR,upi,bank_timeout,1,0.76,RETRY,,0,False,0.0,0.0
rec_6c05539e141de4,cust_6e5fbf719749,pay_6889ca28fd8afd,44,0.795,9,3767.47,INR,upi,bank_timeout,2,18.59,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_809de93bd353a9,cust_243012dab185,pay_225733981ed92d,2,0.786,0,1334.03,INR,netbanking,network_error,1,0.31,REMINDER,,0,False,0.0,0.0
rec_34c1fe22786f67,cust_3f5fbf4fd417,pay_a6ce504daea2fe,2,0.36,1,1666.66,INR,upi,bank_timeout,1,0.84,RETRY,,0,True,1666.66,1.9
rec_be9710e5daeac8,cust_9532caba7af9,pay_643f6e6a5fabaf,15,0.732,4,5603.98,INR,upi,authentication_failed,1,1.62,PAYMENT_LINK,,0,True,5603.98,4.06
rec_d6cc298d576f35,cust_91ddb9bf613d,pay_20a14880c09d1a,11,0.743,3,1665.53,INR,upi,insufficient_funds,1,1.42,REMINDER,,0,True,1665.53,3.14
rec_aa8bdafb816d6a,cust_6788420992ca,pay_c0b739f3b0c4bb,1,0.629,0,2901.96,INR,netbanking,authentication_failed,1,1.4,REMINDER,,0,False,0.0,0.0
rec_eb2168f1332aba,cust_6788420992ca,pay_c0b739f3b0c4bb,1,0.629,0,2901.96,INR,netbanking,authentication_failed,2,19.16,STOP,REMINDER,1,False,0.0,0.0
rec_6c84a0fb642cb1,cust_661f7117dd92,pay_1067374bdfe72d,6,0.75,2,3844.99,INR,netbanking,authentication_failed,1,0.25,REMINDER,,0,False,0.0,0.0
rec_7aebdb284dc07f,cust_661f7117dd92,pay_1067374bdfe72d,6,0.75,2,3844.99,INR,netbanking,authentication_failed,2,8.41,PAYMENT_LINK,REMINDER,1,False,0.0,0.0
rec_fce64e09473035,cust_004b6fabfcf5,pay_6a057569288aa2,5,0.428,3,24402.38,INR,upi,insufficient_funds,1,0.47,REMINDER,,0,True,24402.38,0.94
rec_547c583db04c34,cust_6082786fca00,pay_58544a1737fd39,13,0.884,2,4781.42,INR,upi,network_error,1,0.4,RETRY,,0,False,0.0,0.0
rec_c5dab672dbadfb,cust_0f8035f55bd2,pay_0c24c81f57a135,2,0.852,0,10455.0,INR,upi,bank_timeout,1,0.87,RETRY,,0,False,0.0,0.0
rec_8ab41c5bcba4c9,cust_0f8035f55bd2,pay_0c24c81f57a135,2,0.852,0,10455.0,INR,upi,bank_timeout,2,9.24,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_44abd1aa69e55a,cust_f17aa7a9243d,pay_b9257691cca064,9,0.798,2,1613.93,INR,upi,payment_method_issue,1,1.83,PAYMENT_LINK,,0,True,1613.93,3.32
rec_d6f557d01bc805,cust_f8ded777bb1e,pay_68806cc415bbe4,5,0.917,0,6964.17,INR,netbanking,bank_timeout,1,1.81,RETRY,,0,False,0.0,0.0
rec_bea365abda3aa2,cust_3610901c2196,pay_edd0a30fb55bf7,31,0.764,7,2479.89,INR,netbanking,payment_method_issue,1,1.17,PAYMENT_LINK,,0,False,0.0,0.0
rec_fc9bca74cf0cb4,cust_3610901c2196,pay_edd0a30fb55bf7,31,0.764,7,2479.89,INR,netbanking,payment_method_issue,2,16.2,REMINDER,PAYMENT_LINK,1,False,0.0,0.0
rec_5e14bea1b28b66,cust_2dc091587b83,pay_3cdac538e1a420,14,0.816,3,32370.05,INR,upi,authentication_failed,1,0.13,RETRY,,0,True,32370.05,2.37
rec_ce9be989623521,cust_20afaf9e0f7c,pay_83fc4936718fc4,16,0.768,4,2848.05,INR,upi,authentication_failed,1,1.51,RETRY,,0,False,0.0,0.0
rec_75ad3c06a31a25,cust_20afaf9e0f7c,pay_83fc4936718fc4,16,0.768,4,2848.05,INR,upi,authentication_failed,2,3.75,PAYMENT_LINK,RETRY,1,False,0.0,0.0
rec_68e633a63ad048,cust_20afaf9e0f7c,pay_83fc4936718fc4,16,0.768,4,2848.05,INR,upi,authentication_failed,3,6.24,REMINDER,PAYMENT_LINK,2,False,0.0,0.0
rec_286ef90a1112b0,cust_161d6acf1eb6,pay_fec86f570aa585,22,0.531,10,17161.59,INR,upi,bank_timeout,1,1.73,RETRY,,0,True,17161.59,4.08
rec_6ba7afdc5c91a2,cust_aab133bae88f,pay_da38aab565616f,3,0.869,0,2938.8,INR,upi,payment_method_issue,1,0.48,PAYMENT_LINK,,0,True,2938.8,1.08
rec_51514c4708b214,cust_c017466e85f4,pay_a10154b5944d58,1,0.851,0,6127.56,INR,upi,insufficient_funds,1,1.63,RETRY,,0,False,0.0,0.0
rec_40526aad6478eb,cust_c017466e85f4,pay_a10154b5944d58,1,0.851,0,6127.56,INR,upi,insufficient_funds,2,7.8,RETRY,RETRY,1,False,0.0,0.0
rec_fcdc18a5454281,cust_c017466e85f4,pay_a10154b5944d58,1,0.851,0,6127.56,INR,upi,insufficient_funds,3,21.41,PAYMENT_LINK,RETRY,2,False,0.0,0.0
rec_18326fb0fb2427,cust_dcdbf14e5ca5,pay_bf0b24c87ec26d,4,0.848,1,39309.47,INR,card,insufficient_funds,1,1.94,PAYMENT_LINK,,0,False,0.0,0.0
rec_45a9c97d50f4e1,cust_dcdbf14e5ca5,pay_bf0b24c87ec26d,4,0.848,1,39309.47,INR,card,insufficient_funds,2,6.13,REMINDER,PAYMENT_LINK,1,True,39309.47,8.24
rec_0a7775af0353b6,cust_887fe19cf7ba,pay_afb9442e0c77d7,7,0.361,4,1116.78,INR,card,bank_timeout,1,0.27,RETRY,,0,True,1116.78,2.25
rec_487670877f037a,cust_d5e4157d23ba,pay_e3938d98f75750,20,0.436,11,29128.4,INR,upi,payment_method_issue,1,0.59,REMINDER,,0,False,0.0,0.0
